ID,Track,Time,Version,Items,Speed,Category
22/04/13 (07:003),rYV,157.775,150cc,Cartridge,Leaf Cup,Retro Cups
22/07/25 (07:004),rYV,156.326469,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:006),rYV,156.614885,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:007),rYV,156.820526,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/22 (07:008),rYV,156.021938,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/25 (08:001),MKS,129.66433,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/22 (08:002),MKS,128.351464,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/23 (08:003),MKS,128.105437,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/23 (08:005),MKS,127.806859,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/29 (08:006),MKS,128.284177,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/04/25 (08:001),WP,133.637934,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/22 (08:002),WP,134.308529,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/23 (08:003),WP,132.871035,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/23 (08:005),WP,133.217353,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/29 (08:006),WP,133.352104,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/04/25 (08:001),SSC,146.120483,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/22 (08:002),SSC,146.235477,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/23 (08:003),SSC,145.211592,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/23 (08:005),SSC,144.922318,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/29 (08:006),SSC,146.408074,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/04/25 (08:001),TR,149.54251,150cc,Cartridge,Mushroom Cup,Nitro Cups
22/08/22 (08:002),TR,147.575642,150cc,Cartridge,Mushroom Cup,Nitro Cups
